paper_id,pdf_page,printed_page,section,notes
C003,1,,Front matter and abstract,Printed page not independently verified.
C003,2,,1 Introduction,Printed page not independently verified.
C003,3,,1 Introduction,Printed page not independently verified.
C003,4,,1 Introduction,Printed page not independently verified.
C003,5,,1 Introduction,Printed page not independently verified.
C003,6,,1 Introduction,Printed page not independently verified.
C003,7,,1 Introduction,Printed page not independently verified.
C003,8,,1 Introduction,Printed page not independently verified.
C003,9,,1 Introduction,Printed page not independently verified.
C003,10,,1 Introduction,Printed page not independently verified.
C003,11,,1 Introduction,Printed page not independently verified.
C003,12,,1 Introduction,Printed page not independently verified.
C003,13,,1 Introduction,Printed page not independently verified.
C003,14,,1 Introduction,Printed page not independently verified.
C003,15,,1 Introduction,Printed page not independently verified.
C003,16,,1 Introduction,Printed page not independently verified.
C003,17,,1 Introduction,Printed page not independently verified.
C003,18,,1 Introduction,Printed page not independently verified.
C003,19,,1 Introduction,Printed page not independently verified.
C003,20,,1 Introduction,Printed page not independently verified.
C003,21,,1 Introduction,Printed page not independently verified.
C003,22,,1 Introduction,Printed page not independently verified.
C003,23,,1 Introduction,Printed page not independently verified.
C003,24,,1 Introduction,Printed page not independently verified.
C003,25,,1 Introduction,Printed page not independently verified.
C003,26,,1 Introduction,Printed page not independently verified.
C003,27,,results,Printed page not independently verified.
C003,28,,results,Printed page not independently verified.
C003,29,,results,Printed page not independently verified.
C003,30,,References,Printed page not independently verified.
C003,31,,method. Prog Nucl Energ 34(4):471–488,Printed page not independently verified.
C003,32,,method. Prog Nucl Energ 34(4):471–488,Printed page not independently verified.
