paper_id,pdf_page,printed_page,section,notes
D015,1,,1. Introduction,Printed page not independently verified.
D015,2,,1. Introduction,Printed page not independently verified.
D015,3,,1. Introduction,Printed page not independently verified.
D015,4,,1. Introduction,Printed page not independently verified.
D015,5,,1. Introduction,Printed page not independently verified.
D015,6,,1. Introduction,Printed page not independently verified.
D015,7,,1. Introduction,Printed page not independently verified.
D015,8,,1. Introduction,Printed page not independently verified.
D015,9,,1. Introduction,Printed page not independently verified.
D015,10,,1. Introduction,Printed page not independently verified.
D015,11,,1. Introduction,Printed page not independently verified.
D015,12,,1. Introduction,Printed page not independently verified.
D015,13,,1. Introduction,Printed page not independently verified.
D015,14,,1. Introduction,Printed page not independently verified.
D015,15,,1. Introduction,Printed page not independently verified.
D015,16,,7. Conclusion,Printed page not independently verified.
D015,17,,Appendix A,Printed page not independently verified.
D015,18,,Appendix B. Other characteristic droplets size measurement results,Printed page not independently verified.
D015,19,,References,Printed page not independently verified.
D015,20,,References,Printed page not independently verified.
