paper_id,pdf_page,printed_page,section,notes
B009,1,,abstract,Printed page not independently verified.
B009,2,,Introduction,Printed page not independently verified.
B009,3,,Introduction,Printed page not independently verified.
B009,4,,Introduction,Printed page not independently verified.
B009,5,,Introduction,Printed page not independently verified.
B009,6,,Introduction,Printed page not independently verified.
B009,7,,Results and discussion,Printed page not independently verified.
B009,8,,Results and discussion,Printed page not independently verified.
B009,9,,Results and discussion,Printed page not independently verified.
B009,10,,Results and discussion,Printed page not independently verified.
B009,11,,Results and discussion,Printed page not independently verified.
B009,12,,Results and discussion,Printed page not independently verified.
B009,13,,Results and discussion,Printed page not independently verified.
B009,14,,Results and discussion,Printed page not independently verified.
B009,15,,Results and discussion,Printed page not independently verified.
B009,16,,Results and discussion,Printed page not independently verified.
B009,17,,Results and discussion,Printed page not independently verified.
B009,18,,Results and discussion,Printed page not independently verified.
B009,19,,conclusion,Printed page not independently verified.
B009,20,,references,Printed page not independently verified.
B009,21,,references,Printed page not independently verified.
B009,22,,references,Printed page not independently verified.
