paper_id,pdf_page,printed_page,section,notes
A011,1,,Introduction,Printed page not independently verified.
A011,2,,Introduction,Printed page not independently verified.
A011,3,,Introduction,Printed page not independently verified.
A011,4,,Introduction,Printed page not independently verified.
A011,5,,Introduction,Printed page not independently verified.
A011,6,,Introduction,Printed page not independently verified.
A011,7,,Introduction,Printed page not independently verified.
A011,8,,Introduction,Printed page not independently verified.
A011,9,,Introduction,Printed page not independently verified.
A011,10,,Introduction,Printed page not independently verified.
A011,11,,Introduction,Printed page not independently verified.
A011,12,,Introduction,Printed page not independently verified.
A011,13,,Introduction,Printed page not independently verified.
A011,14,,Conclusion,Printed page not independently verified.
A011,15,,References,Printed page not independently verified.
A011,16,,References,Printed page not independently verified.
A011,17,,References,Printed page not independently verified.
