paper_id,pdf_page,printed_page,section,notes
C010,1,,1. Introduction,Printed page not independently verified.
C010,2,,1. Introduction,Printed page not independently verified.
C010,3,,1. Introduction,Printed page not independently verified.
C010,4,,1. Introduction,Printed page not independently verified.
C010,5,,1. Introduction,Printed page not independently verified.
C010,6,,1. Introduction,Printed page not independently verified.
C010,7,,3. Numerical method,Printed page not independently verified.
C010,8,,3. Numerical method,Printed page not independently verified.
C010,9,,3. Numerical method,Printed page not independently verified.
C010,10,,3. Numerical method,Printed page not independently verified.
C010,11,,3. Numerical method,Printed page not independently verified.
C010,12,,3. Numerical method,Printed page not independently verified.
C010,13,,3. Numerical method,Printed page not independently verified.
C010,14,,3. Numerical method,Printed page not independently verified.
C010,15,,3. Numerical method,Printed page not independently verified.
C010,16,,3. Numerical method,Printed page not independently verified.
C010,17,,3. Numerical method,Printed page not independently verified.
C010,18,,3. Numerical method,Printed page not independently verified.
C010,19,,3. Numerical method,Printed page not independently verified.
C010,20,,3. Numerical method,Printed page not independently verified.
C010,21,,3. Numerical method,Printed page not independently verified.
C010,22,,3. Numerical method,Printed page not independently verified.
C010,23,,3. Numerical method,Printed page not independently verified.
C010,24,,3. Numerical method,Printed page not independently verified.
C010,25,,6. Conclusions,Printed page not independently verified.
C010,26,,REFERENCES,Printed page not independently verified.
C010,27,,REFERENCES,Printed page not independently verified.
C010,28,,REFERENCES,Printed page not independently verified.
