paper_id,pdf_page,printed_page,section,notes
C035,1,,Front matter and abstract,Printed page not independently verified.
C035,2,,ABSTRACT,Printed page not independently verified.
C035,3,,ABSTRACT,Printed page not independently verified.
C035,4,,ABSTRACT,Printed page not independently verified.
C035,5,,ABSTRACT,Printed page not independently verified.
C035,6,,ABSTRACT,Printed page not independently verified.
C035,7,,ABSTRACT,Printed page not independently verified.
C035,8,,ABSTRACT,Printed page not independently verified.
C035,9,,ABSTRACT,Printed page not independently verified.
C035,10,,ABSTRACT,Printed page not independently verified.
C035,11,,ABSTRACT,Printed page not independently verified.
C035,12,,REFERENCES,Printed page not independently verified.
