paper_id,pdf_page,printed_page,section,notes
B017,1,,1. Introduction,Printed page not independently verified.
B017,2,,1. Introduction,Printed page not independently verified.
B017,3,,1. Introduction,Printed page not independently verified.
B017,4,,1. Introduction,Printed page not independently verified.
B017,5,,result,Printed page not independently verified.
B017,6,,result,Printed page not independently verified.
B017,7,,result,Printed page not independently verified.
B017,8,,result,Printed page not independently verified.
B017,9,,result,Printed page not independently verified.
B017,10,,result,Printed page not independently verified.
B017,11,,result,Printed page not independently verified.
B017,12,,result,Printed page not independently verified.
B017,13,,5. Conclusion,Printed page not independently verified.
B017,14,,5. Conclusion,Printed page not independently verified.
B017,15,,References,Printed page not independently verified.
