paper_id,pdf_page,printed_page,section,notes
B020,1,,1. Introduction,Printed page not independently verified.
B020,2,,1. Introduction,Printed page not independently verified.
B020,3,,2. Experimental setup,Printed page not independently verified.
B020,4,,2. Experimental setup,Printed page not independently verified.
B020,5,,2. Experimental setup,Printed page not independently verified.
B020,6,,results,Printed page not independently verified.
B020,7,,results,Printed page not independently verified.
B020,8,,results,Printed page not independently verified.
B020,9,,results,Printed page not independently verified.
B020,10,,results,Printed page not independently verified.
B020,11,,results,Printed page not independently verified.
B020,12,,4. Conclusions,Printed page not independently verified.
B020,13,,References,Printed page not independently verified.
B020,14,,References,Printed page not independently verified.
