paper_id,pdf_page,printed_page,section,notes
D016,1,,Front matter and abstract,Printed page not independently verified.
D016,2,,ABSTRACT,Printed page not independently verified.
D016,3,,ABSTRACT,Printed page not independently verified.
D016,4,,ABSTRACT,Printed page not independently verified.
D016,5,,ABSTRACT,Printed page not independently verified.
D016,6,,ABSTRACT,Printed page not independently verified.
D016,7,,ABSTRACT,Printed page not independently verified.
D016,8,,ABSTRACT,Printed page not independently verified.
D016,9,,ABSTRACT,Printed page not independently verified.
D016,10,,ABSTRACT,Printed page not independently verified.
D016,11,,ABSTRACT,Printed page not independently verified.
D016,12,,ABSTRACT,Printed page not independently verified.
D016,13,,ABSTRACT,Printed page not independently verified.
D016,14,,REFERENCES,Printed page not independently verified.
D016,15,,REFERENCES,Printed page not independently verified.
