paper_id,pdf_page,printed_page,section,notes
A015,1,,1. Introduction,Printed page not independently verified.
A015,2,,1. Introduction,Printed page not independently verified.
A015,3,,2.1. Numerical model,Printed page not independently verified.
A015,4,,2.1. Numerical model,Printed page not independently verified.
A015,5,,2.1. Numerical model,Printed page not independently verified.
A015,6,,2.1. Numerical model,Printed page not independently verified.
A015,7,,2.1. Numerical model,Printed page not independently verified.
A015,8,,2.1. Numerical model,Printed page not independently verified.
A015,9,,2.1. Numerical model,Printed page not independently verified.
A015,10,,2.1. Numerical model,Printed page not independently verified.
A015,11,,2.1. Numerical model,Printed page not independently verified.
A015,12,,2.1. Numerical model,Printed page not independently verified.
A015,13,,2.1. Numerical model,Printed page not independently verified.
A015,14,,2.1. Numerical model,Printed page not independently verified.
A015,15,,2.1. Numerical model,Printed page not independently verified.
A015,16,,4. Conclusions,Printed page not independently verified.
A015,17,,4. Conclusions,Printed page not independently verified.
A015,18,,References,Printed page not independently verified.
A015,19,,References,Printed page not independently verified.
