paper_id,pdf_page,printed_page,section,notes
B012,1,,1. Introduction,Printed page not independently verified.
B012,2,,2. Methodology,Printed page not independently verified.
B012,3,,2. Methodology,Printed page not independently verified.
B012,4,,2. Methodology,Printed page not independently verified.
B012,5,,2. Methodology,Printed page not independently verified.
B012,6,,2. Methodology,Printed page not independently verified.
B012,7,,3. Results and discussion,Printed page not independently verified.
B012,8,,3. Results and discussion,Printed page not independently verified.
B012,9,,3. Results and discussion,Printed page not independently verified.
B012,10,,3. Results and discussion,Printed page not independently verified.
B012,11,,3. Results and discussion,Printed page not independently verified.
B012,12,,3. Results and discussion,Printed page not independently verified.
B012,13,,3. Results and discussion,Printed page not independently verified.
B012,14,,3. Results and discussion,Printed page not independently verified.
B012,15,,3. Results and discussion,Printed page not independently verified.
B012,16,,3. Results and discussion,Printed page not independently verified.
B012,17,,4. Conclusions,Printed page not independently verified.
B012,18,,References,Printed page not independently verified.
B012,19,,References,Printed page not independently verified.
