paper_id,pdf_page,printed_page,section,notes
A023,1,,1. Introduction,Printed page not independently verified.
A023,2,,1. Introduction,Printed page not independently verified.
A023,3,,1. Introduction,Printed page not independently verified.
A023,4,,3. Results and discussion,Printed page not independently verified.
A023,5,,3. Results and discussion,Printed page not independently verified.
A023,6,,3. Results and discussion,Printed page not independently verified.
A023,7,,3. Results and discussion,Printed page not independently verified.
A023,8,,3. Results and discussion,Printed page not independently verified.
A023,9,,3. Results and discussion,Printed page not independently verified.
A023,10,,3. Results and discussion,Printed page not independently verified.
A023,11,,3. Results and discussion,Printed page not independently verified.
A023,12,,3. Results and discussion,Printed page not independently verified.
A023,13,,4. Conclusions,Printed page not independently verified.
A023,14,,References,Printed page not independently verified.
