paper_id,pdf_page,printed_page,section,notes
C001,1,,1. Introduction,Printed page not independently verified.
C001,2,,1. Introduction,Printed page not independently verified.
C001,3,,1. Introduction,Printed page not independently verified.
C001,4,,1. Introduction,Printed page not independently verified.
C001,5,,1. Introduction,Printed page not independently verified.
C001,6,,1. Introduction,Printed page not independently verified.
C001,7,,1. Introduction,Printed page not independently verified.
C001,8,,1. Introduction,Printed page not independently verified.
C001,9,,1. Introduction,Printed page not independently verified.
C001,10,,1. Introduction,Printed page not independently verified.
C001,11,,1. Introduction,Printed page not independently verified.
C001,12,,1. Introduction,Printed page not independently verified.
C001,13,,1. Introduction,Printed page not independently verified.
C001,14,,1. Introduction,Printed page not independently verified.
C001,15,,1. Introduction,Printed page not independently verified.
C001,16,,1. Introduction,Printed page not independently verified.
C001,17,,1. Introduction,Printed page not independently verified.
C001,18,,1. Introduction,Printed page not independently verified.
C001,19,,1. Introduction,Printed page not independently verified.
C001,20,,1. Introduction,Printed page not independently verified.
C001,21,,1. Introduction,Printed page not independently verified.
C001,22,,1. Introduction,Printed page not independently verified.
C001,23,,1. Introduction,Printed page not independently verified.
C001,24,,1. Introduction,Printed page not independently verified.
C001,25,,1. Introduction,Printed page not independently verified.
C001,26,,1. Introduction,Printed page not independently verified.
C001,27,,8. Conclusions,Printed page not independently verified.
C001,28,,Appendix,Printed page not independently verified.
C001,29,,Appendix,Printed page not independently verified.
C001,30,,Appendix,Printed page not independently verified.
C001,31,,Appendix,Printed page not independently verified.
C001,32,,Appendix,Printed page not independently verified.
C001,33,,Appendix,Printed page not independently verified.
C001,34,,Appendix,Printed page not independently verified.
C001,35,,Appendix,Printed page not independently verified.
C001,36,,Appendix,Printed page not independently verified.
C001,37,,Appendix,Printed page not independently verified.
C001,38,,Appendix,Printed page not independently verified.
C001,39,,REFERENCES,Printed page not independently verified.
C001,40,,REFERENCES,Printed page not independently verified.
