paper_id,pdf_page,printed_page,section,notes
B001,1,,1. Introduction,Printed page not independently verified.
B001,2,,2. Background,Printed page not independently verified.
B001,3,,modeling,Printed page not independently verified.
B001,4,,modeling,Printed page not independently verified.
B001,5,,modeling,Printed page not independently verified.
B001,6,,modeling,Printed page not independently verified.
B001,7,,modeling,Printed page not independently verified.
B001,8,,modeling,Printed page not independently verified.
B001,9,,references,Printed page not independently verified.
B001,10,,references,Printed page not independently verified.
