paper_id,pdf_page,printed_page,section,notes
A021,1,,1. Introduction,Printed page not independently verified.
A021,2,,1. Introduction,Printed page not independently verified.
A021,3,,1. Introduction,Printed page not independently verified.
A021,4,,1. Introduction,Printed page not independently verified.
A021,5,,3. Results and discussion,Printed page not independently verified.
A021,6,,3. Results and discussion,Printed page not independently verified.
A021,7,,3. Results and discussion,Printed page not independently verified.
A021,8,,3. Results and discussion,Printed page not independently verified.
A021,9,,3. Results and discussion,Printed page not independently verified.
A021,10,,3. Results and discussion,Printed page not independently verified.
A021,11,,3. Results and discussion,Printed page not independently verified.
A021,12,,3. Results and discussion,Printed page not independently verified.
A021,13,,3. Results and discussion,Printed page not independently verified.
A021,14,,Appendix A. Supplementary data,Printed page not independently verified.
A021,15,,References,Printed page not independently verified.
A021,16,,References,Printed page not independently verified.
