paper_id,pdf_page,printed_page,section,notes
A013,1,,Introduction,Printed page not independently verified.
A013,2,,Introduction,Printed page not independently verified.
A013,3,,Introduction,Printed page not independently verified.
A013,4,,Introduction,Printed page not independently verified.
A013,5,,Introduction,Printed page not independently verified.
A013,6,,Introduction,Printed page not independently verified.
A013,7,,Introduction,Printed page not independently verified.
A013,8,,Introduction,Printed page not independently verified.
A013,9,,Introduction,Printed page not independently verified.
A013,10,,Introduction,Printed page not independently verified.
A013,11,,Introduction,Printed page not independently verified.
A013,12,,Introduction,Printed page not independently verified.
A013,13,,Introduction,Printed page not independently verified.
A013,14,,Introduction,Printed page not independently verified.
A013,15,,Introduction,Printed page not independently verified.
A013,16,,Introduction,Printed page not independently verified.
A013,17,,Conclusions,Printed page not independently verified.
A013,18,,References,Printed page not independently verified.
A013,19,,References,Printed page not independently verified.
A013,20,,References,Printed page not independently verified.
A013,21,,References,Printed page not independently verified.
