paper_id,pdf_page,printed_page,section,notes
A001,1,,Introduction,Printed page not independently verified.
A001,2,,Introduction,Printed page not independently verified.
A001,3,,Results,Printed page not independently verified.
A001,4,,Results,Printed page not independently verified.
A001,5,,Results,Printed page not independently verified.
A001,6,,Results,Printed page not independently verified.
A001,7,,Results,Printed page not independently verified.
A001,8,,Discussion,Printed page not independently verified.
A001,9,,References,Printed page not independently verified.
A001,10,,References,Printed page not independently verified.
