paper_id,pdf_page,printed_page,section,notes
C013,1,,1. Introduction,Printed page not independently verified.
C013,2,,1. Introduction,Printed page not independently verified.
C013,3,,1. Introduction,Printed page not independently verified.
C013,4,,1. Introduction,Printed page not independently verified.
C013,5,,1. Introduction,Printed page not independently verified.
C013,6,,1. Introduction,Printed page not independently verified.
C013,7,,1. Introduction,Printed page not independently verified.
C013,8,,1. Introduction,Printed page not independently verified.
C013,9,,1. Introduction,Printed page not independently verified.
C013,10,,1. Introduction,Printed page not independently verified.
C013,11,,1. Introduction,Printed page not independently verified.
C013,12,,1. Introduction,Printed page not independently verified.
C013,13,,1. Introduction,Printed page not independently verified.
C013,14,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,15,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,16,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,17,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,18,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,19,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,20,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,21,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,22,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,23,,background. Despite a slight deviation due to the 2-D planar assumption and the threshold,Printed page not independently verified.
C013,24,,6. Conclusion,Printed page not independently verified.
C013,25,,REFERENCES,Printed page not independently verified.
C013,26,,REFERENCES,Printed page not independently verified.
C013,27,,REFERENCES,Printed page not independently verified.
C013,28,,REFERENCES,Printed page not independently verified.
