paper_id,pdf_page,printed_page,section,notes
D008,1,,1. Introduction,Printed page not independently verified.
D008,2,,1. Introduction,Printed page not independently verified.
D008,3,,1. Introduction,Printed page not independently verified.
D008,4,,1. Introduction,Printed page not independently verified.
D008,5,,3. Results and discussion,Printed page not independently verified.
D008,6,,3. Results and discussion,Printed page not independently verified.
D008,7,,3. Results and discussion,Printed page not independently verified.
D008,8,,3. Results and discussion,Printed page not independently verified.
D008,9,,3. Results and discussion,Printed page not independently verified.
D008,10,,3. Results and discussion,Printed page not independently verified.
D008,11,,3. Results and discussion,Printed page not independently verified.
D008,12,,3. Results and discussion,Printed page not independently verified.
D008,13,,3. Results and discussion,Printed page not independently verified.
D008,14,,References,Printed page not independently verified.
D008,15,,References,Printed page not independently verified.
