paper_id,pdf_page,printed_page,section,notes
C014,1,1,Abstract and introduction,
C014,2,2,Abstract and introduction,
C014,3,3,Abstract and introduction,
C014,4,4,Experimental setup and parameters,
C014,5,5,Experimental setup and parameters,
C014,6,6,Experimental setup and parameters,
C014,7,7,Results and discussion,
C014,8,8,Results and discussion,
C014,9,9,Results and discussion,
C014,10,10,Results and discussion,
C014,11,11,Results and discussion,
C014,12,12,Results and discussion,
C014,13,13,Results and discussion,
C014,14,14,Results and discussion,
C014,15,15,Results and discussion,
C014,16,16,References,
C014,17,17,References,
