paper_id,pdf_page,printed_page,section,notes
C002,1,,Front matter and abstract,Printed page not independently verified.
C002,2,,Front matter and abstract,Printed page not independently verified.
C002,3,,Front matter and abstract,Printed page not independently verified.
C002,4,,Front matter and abstract,Printed page not independently verified.
C002,5,,Front matter and abstract,Printed page not independently verified.
C002,6,,Front matter and abstract,Printed page not independently verified.
C002,7,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
C002,8,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
C002,9,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
C002,10,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
C002,11,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
C002,12,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
C002,13,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
C002,14,,APPENDIX: RECORDS OF COMPLETE „BREAKUP…,Printed page not independently verified.
