paper_id,pdf_page,printed_page,section,notes
C017,1,,Front matter and abstract,Printed page not independently verified.
C017,2,,ABSTRACT,Printed page not independently verified.
C017,3,,ABSTRACT,Printed page not independently verified.
C017,4,,ABSTRACT,Printed page not independently verified.
C017,5,,ABSTRACT,Printed page not independently verified.
C017,6,,ABSTRACT,Printed page not independently verified.
C017,7,,ABSTRACT,Printed page not independently verified.
C017,8,,ABSTRACT,Printed page not independently verified.
C017,9,,ABSTRACT,Printed page not independently verified.
C017,10,,REFERENCES,Printed page not independently verified.
