paper_id,pdf_page,printed_page,section,notes
C036,1,,Front matter and abstract,Printed page not independently verified.
C036,2,,Front matter and abstract,Printed page not independently verified.
C036,3,,Front matter and abstract,Printed page not independently verified.
C036,4,,Front matter and abstract,Printed page not independently verified.
C036,5,,Front matter and abstract,Printed page not independently verified.
C036,6,,Front matter and abstract,Printed page not independently verified.
C036,7,,Front matter and abstract,Printed page not independently verified.
C036,8,,Front matter and abstract,Printed page not independently verified.
C036,9,,Front matter and abstract,Printed page not independently verified.
C036,10,,Front matter and abstract,Printed page not independently verified.
C036,11,,Front matter and abstract,Printed page not independently verified.
C036,12,,Front matter and abstract,Printed page not independently verified.
C036,13,,Front matter and abstract,Printed page not independently verified.
C036,14,,Front matter and abstract,Printed page not independently verified.
C036,15,,APPENDIX: METHODOLOGY FOR CONTROLLED GENERA TION OF PARALLEL DROPLETS,Printed page not independently verified.
C036,16,,"results. As the frequency increases, the droplet diameter decreases. The distance between adjacent",Printed page not independently verified.
C036,17,,"results. As the frequency increases, the droplet diameter decreases. The distance between adjacent",Printed page not independently verified.
C036,18,,"results. As the frequency increases, the droplet diameter decreases. The distance between adjacent",Printed page not independently verified.
C036,19,,"results. As the frequency increases, the droplet diameter decreases. The distance between adjacent",Printed page not independently verified.
