paper_id,pdf_page,printed_page,section,notes
A018,1,,abstract,Printed page not independently verified.
A018,2,,Introduction,Printed page not independently verified.
A018,3,,Introduction,Printed page not independently verified.
A018,4,,Introduction,Printed page not independently verified.
A018,5,,Results and discussion,Printed page not independently verified.
A018,6,,Results and discussion,Printed page not independently verified.
A018,7,,Results and discussion,Printed page not independently verified.
A018,8,,Results and discussion,Printed page not independently verified.
A018,9,,Results and discussion,Printed page not independently verified.
A018,10,,Results and discussion,Printed page not independently verified.
A018,11,,Conclusions,Printed page not independently verified.
A018,12,,references,Printed page not independently verified.
A018,13,,references,Printed page not independently verified.
