paper_id,pdf_page,printed_page,section,notes
C025,1,,Front matter and abstract,Printed page not independently verified.
C025,2,,Front matter and abstract,Printed page not independently verified.
C025,3,,Front matter and abstract,Printed page not independently verified.
C025,4,,Front matter and abstract,Printed page not independently verified.
C025,5,,Front matter and abstract,Printed page not independently verified.
C025,6,,Front matter and abstract,Printed page not independently verified.
C025,7,,Front matter and abstract,Printed page not independently verified.
C025,8,,Front matter and abstract,Printed page not independently verified.
C025,9,,Front matter and abstract,Printed page not independently verified.
C025,10,,Front matter and abstract,Printed page not independently verified.
