paper_id,pdf_page,printed_page,section,notes
A016,1,1,Abstract and introduction,
A016,2,2,Abstract and introduction,
A016,3,3,Abstract and introduction,
A016,4,4,3D CFD model,
A016,5,5,3D CFD model,
A016,6,6,DMD methodology,
A016,7,7,DMD methodology,
A016,8,8,DMD methodology,
A016,9,9,Injection-interaction results,
A016,10,10,Injection-interaction results,
A016,11,11,Injection-interaction results,
A016,12,12,Injection-interaction results,
A016,13,13,Conclusions,
A016,14,14,References,
