paper_id,pdf_page,printed_page,section,notes
C007,1,,Abstract,Printed page not independently verified.
C007,2,,1. INTRODUCTION,Printed page not independently verified.
C007,3,,1. INTRODUCTION,Printed page not independently verified.
C007,4,,1. INTRODUCTION,Printed page not independently verified.
C007,5,,1. INTRODUCTION,Printed page not independently verified.
C007,6,,1. INTRODUCTION,Printed page not independently verified.
C007,7,,1. INTRODUCTION,Printed page not independently verified.
C007,8,,1. INTRODUCTION,Printed page not independently verified.
C007,9,,1. INTRODUCTION,Printed page not independently verified.
C007,10,,1. INTRODUCTION,Printed page not independently verified.
C007,11,,1. INTRODUCTION,Printed page not independently verified.
C007,12,,1. INTRODUCTION,Printed page not independently verified.
C007,13,,1. INTRODUCTION,Printed page not independently verified.
C007,14,,1. INTRODUCTION,Printed page not independently verified.
C007,15,,1. INTRODUCTION,Printed page not independently verified.
C007,16,,1. INTRODUCTION,Printed page not independently verified.
C007,17,,1. INTRODUCTION,Printed page not independently verified.
C007,18,,1. INTRODUCTION,Printed page not independently verified.
C007,19,,1. INTRODUCTION,Printed page not independently verified.
C007,20,,1. INTRODUCTION,Printed page not independently verified.
C007,21,,1. INTRODUCTION,Printed page not independently verified.
C007,22,,1. INTRODUCTION,Printed page not independently verified.
C007,23,,1. INTRODUCTION,Printed page not independently verified.
C007,24,,1. INTRODUCTION,Printed page not independently verified.
C007,25,,1. INTRODUCTION,Printed page not independently verified.
C007,26,,1. INTRODUCTION,Printed page not independently verified.
C007,27,,1. INTRODUCTION,Printed page not independently verified.
C007,28,,1. INTRODUCTION,Printed page not independently verified.
