paper_id,pdf_page,printed_page,section,notes
A010,1,,1. Introduction,Printed page not independently verified.
A010,2,,1. Introduction,Printed page not independently verified.
A010,3,,1. Introduction,Printed page not independently verified.
A010,4,,1. Introduction,Printed page not independently verified.
A010,5,,1. Introduction,Printed page not independently verified.
A010,6,,1. Introduction,Printed page not independently verified.
A010,7,,1. Introduction,Printed page not independently verified.
A010,8,,1. Introduction,Printed page not independently verified.
A010,9,,1. Introduction,Printed page not independently verified.
A010,10,,1. Introduction,Printed page not independently verified.
A010,11,,5. Results and discussion,Printed page not independently verified.
A010,12,,5. Results and discussion,Printed page not independently verified.
A010,13,,5. Results and discussion,Printed page not independently verified.
A010,14,,5. Results and discussion,Printed page not independently verified.
A010,15,,5. Results and discussion,Printed page not independently verified.
A010,16,,6. Conclusion,Printed page not independently verified.
A010,17,,modeling. Proc Combust Inst 2007;31(1):447 –54,Printed page not independently verified.
