paper_id,pdf_page,printed_page,section,notes
B006,1,,Front matter and abstract,Printed page not independently verified.
B006,2,,Front matter and abstract,Printed page not independently verified.
B006,3,,INTRODUCTION,Printed page not independently verified.
B006,4,,INTRODUCTION,Printed page not independently verified.
B006,5,,INTRODUCTION,Printed page not independently verified.
B006,6,,RESULTS,Printed page not independently verified.
B006,7,,RESULTS,Printed page not independently verified.
B006,8,,RESULTS,Printed page not independently verified.
B006,9,,RESULTS,Printed page not independently verified.
B006,10,,RESULTS,Printed page not independently verified.
B006,11,,REFERENCES,Printed page not independently verified.
B006,12,,APPENDIX A,Printed page not independently verified.
B006,13,,APPENDIX A,Printed page not independently verified.
