paper_id,pdf_page,printed_page,section,notes
C022,1,,1. Introduction,Printed page not independently verified.
C022,2,,2.1. Experimental setup,Printed page not independently verified.
C022,3,,2.1. Experimental setup,Printed page not independently verified.
C022,4,,2.1. Experimental setup,Printed page not independently verified.
C022,5,,2.1. Experimental setup,Printed page not independently verified.
C022,6,,2.1. Experimental setup,Printed page not independently verified.
C022,7,,2.1. Experimental setup,Printed page not independently verified.
C022,8,,2.1. Experimental setup,Printed page not independently verified.
C022,9,,2.1. Experimental setup,Printed page not independently verified.
C022,10,,2.1. Experimental setup,Printed page not independently verified.
C022,11,,"Method. Opt Express 21, 26432 – 26449. http://doi.org/10.1364/OE.21.026432",Printed page not independently verified.
C022,12,,"Method. Opt Express 21, 26432 – 26449. http://doi.org/10.1364/OE.21.026432",Printed page not independently verified.
