paper_id,pdf_page,printed_page,section,notes
B004,1,,abstract,Printed page not independently verified.
B004,2,,1. Introduction,Printed page not independently verified.
B004,3,,1. Introduction,Printed page not independently verified.
B004,4,,1. Introduction,Printed page not independently verified.
B004,5,,1. Introduction,Printed page not independently verified.
B004,6,,1. Introduction,Printed page not independently verified.
B004,7,,"Conclusion: To summarize, when we have a convergent nozzle,",Printed page not independently verified.
B004,8,,"Conclusion: To summarize, when we have a convergent nozzle,",Printed page not independently verified.
B004,9,,"Conclusion: In summary, this feature is relatively well known only",Printed page not independently verified.
B004,10,,"Conclusion: In summary, this feature is relatively well known only",Printed page not independently verified.
B004,11,,4.1.4. Conclusion,Printed page not independently verified.
B004,12,,4.1.4. Conclusion,Printed page not independently verified.
B004,13,,4.1.4. Conclusion,Printed page not independently verified.
B004,14,,"Conclusion: Globally, there is a lack of data concerning this fea-",Printed page not independently verified.
B004,15,,"Conclusion: Eventually, the phenomena arising inside the",Printed page not independently verified.
B004,16,,"Conclusion: Eventually, the phenomena arising inside the",Printed page not independently verified.
B004,17,,"Conclusion: Eventually, the phenomena arising inside the",Printed page not independently verified.
B004,18,,"Conclusion: Eventually, the phenomena arising inside the",Printed page not independently verified.
B004,19,,"Conclusion: Eventually, the phenomena arising inside the",Printed page not independently verified.
B004,20,,"Conclusion: Eventually, the phenomena arising inside the",Printed page not independently verified.
B004,21,,5.3. Conclusion,Printed page not independently verified.
B004,22,,5.3. Conclusion,Printed page not independently verified.
B004,23,,5.3. Conclusion,Printed page not independently verified.
B004,24,,Appendix B. Normal shock relations for a perfect gas,Printed page not independently verified.
B004,25,,References,Printed page not independently verified.
B004,26,,References,Printed page not independently verified.
B004,27,,References,Printed page not independently verified.
B004,28,,References,Printed page not independently verified.
B004,29,,References,Printed page not independently verified.
