paper_id,pdf_page,printed_page,section,notes
A030,1,,1. INTRODUCTION,Printed page not independently verified.
A030,2,,1. INTRODUCTION,Printed page not independently verified.
A030,3,,introduction. Section 2 compares various injection and ignition,Printed page not independently verified.
A030,4,,introduction. Section 2 compares various injection and ignition,Printed page not independently verified.
A030,5,,introduction. Section 2 compares various injection and ignition,Printed page not independently verified.
A030,6,,introduction. Section 2 compares various injection and ignition,Printed page not independently verified.
A030,7,,Experimental,Printed page not independently verified.
A030,8,,Experimental,Printed page not independently verified.
A030,9,,methods. Dual-fuel DI studies have also examined the effects of,Printed page not independently verified.
A030,10,,methods. Dual-fuel DI studies have also examined the effects of,Printed page not independently verified.
A030,11,,methods. Dual-fuel DI studies have also examined the effects of,Printed page not independently verified.
A030,12,,methods. Dual-fuel DI studies have also examined the effects of,Printed page not independently verified.
A030,13,,methods. Dual-fuel DI studies have also examined the effects of,Printed page not independently verified.
A030,14,,methods. Dual-fuel DI studies have also examined the effects of,Printed page not independently verified.
A030,15,,references. This reduction was more pronounced at lower,Printed page not independently verified.
A030,16,,references. This reduction was more pronounced at lower,Printed page not independently verified.
A030,17,,references. This reduction was more pronounced at lower,Printed page not independently verified.
A030,18,,5. CONCLUSION,Printed page not independently verified.
A030,19,,REFERENCES,Printed page not independently verified.
A030,20,,REFERENCES,Printed page not independently verified.
A030,21,,REFERENCES,Printed page not independently verified.
A030,22,,REFERENCES,Printed page not independently verified.
A030,23,,REFERENCES,Printed page not independently verified.
