paper_id,pdf_page,printed_page,section,notes
B028,1,,1. Introduction,Printed page not independently verified.
B028,2,,2. Experimental setup,Printed page not independently verified.
B028,3,,2. Experimental setup,Printed page not independently verified.
B028,4,,2. Experimental setup,Printed page not independently verified.
B028,5,,2. Experimental setup,Printed page not independently verified.
B028,6,,3. Result and discussion,Printed page not independently verified.
B028,7,,3. Result and discussion,Printed page not independently verified.
B028,8,,3. Result and discussion,Printed page not independently verified.
B028,9,,3. Result and discussion,Printed page not independently verified.
B028,10,,3. Result and discussion,Printed page not independently verified.
B028,11,,3. Result and discussion,Printed page not independently verified.
B028,12,,3. Result and discussion,Printed page not independently verified.
B028,13,,3. Result and discussion,Printed page not independently verified.
B028,14,,3. Result and discussion,Printed page not independently verified.
B028,15,,3. Result and discussion,Printed page not independently verified.
B028,16,,3. Result and discussion,Printed page not independently verified.
B028,17,,3. Result and discussion,Printed page not independently verified.
B028,18,,3. Result and discussion,Printed page not independently verified.
B028,19,,3. Result and discussion,Printed page not independently verified.
B028,20,,4. Conclusion,Printed page not independently verified.
B028,21,,References,Printed page not independently verified.
B028,22,,References,Printed page not independently verified.
