paper_id,pdf_page,printed_page,section,notes
B011,1,6544,Abstract and introduction,
B011,2,6545,Abstract and introduction,
B011,3,6546,Abstract and introduction,
B011,4,6547,Numerical methodology,
B011,5,6548,Numerical methodology,
B011,6,6549,Numerical methodology,
B011,7,6550,Numerical methodology,
B011,8,6551,Results and discussion,
B011,9,6552,Results and discussion,
B011,10,6553,Results and discussion,
B011,11,6554,Results and discussion,
B011,12,6555,Results and discussion,
B011,13,6556,Results and discussion,
B011,14,6557,Results and discussion,
B011,15,6558,Results and discussion,
B011,16,6559,Results and discussion,
B011,17,6560,Results and discussion,
B011,18,6561,Results and discussion,
B011,19,6562,Results and discussion,
B011,20,6563,Results and discussion,
B011,21,6564,Results and discussion,
B011,22,6565,References,
B011,23,6566,References,
