paper_id,pdf_page,printed_page,section,notes
B018,1,,Introduction,Printed page not independently verified.
B018,2,,Introduction,Printed page not independently verified.
B018,3,,Introduction,Printed page not independently verified.
B018,4,,Introduction,Printed page not independently verified.
B018,5,,Introduction,Printed page not independently verified.
B018,6,,Introduction,Printed page not independently verified.
B018,7,,Introduction,Printed page not independently verified.
B018,8,,Introduction,Printed page not independently verified.
B018,9,,Introduction,Printed page not independently verified.
B018,10,,Introduction,Printed page not independently verified.
B018,11,,Introduction,Printed page not independently verified.
B018,12,,Introduction,Printed page not independently verified.
B018,13,,Conclusions,Printed page not independently verified.
B018,14,,References,Printed page not independently verified.
B018,15,,References,Printed page not independently verified.
