paper_id,pdf_page,printed_page,section,notes
C033,1,,Front matter and abstract,Printed page not independently verified.
C033,2,,Front matter and abstract,Printed page not independently verified.
C033,3,,Front matter and abstract,Printed page not independently verified.
C033,4,,Front matter and abstract,Printed page not independently verified.
C033,5,,Front matter and abstract,Printed page not independently verified.
C033,6,,Front matter and abstract,Printed page not independently verified.
C033,7,,Front matter and abstract,Printed page not independently verified.
C033,8,,Front matter and abstract,Printed page not independently verified.
C033,9,,Front matter and abstract,Printed page not independently verified.
C033,10,,Front matter and abstract,Printed page not independently verified.
C033,11,,Front matter and abstract,Printed page not independently verified.
C033,12,,Front matter and abstract,Printed page not independently verified.
C033,13,,Front matter and abstract,Printed page not independently verified.
C033,14,,Front matter and abstract,Printed page not independently verified.
