paper_id,pdf_page,printed_page,section,notes
B010,1,,Introduction,Printed page not independently verified.
B010,2,,Introduction,Printed page not independently verified.
B010,3,,Results and discussion,Printed page not independently verified.
B010,4,,Results and discussion,Printed page not independently verified.
B010,5,,Results and discussion,Printed page not independently verified.
B010,6,,Results and discussion,Printed page not independently verified.
B010,7,,Results and discussion,Printed page not independently verified.
B010,8,,Conclusion,Printed page not independently verified.
B010,9,,Conclusion,Printed page not independently verified.
B010,10,,references,Printed page not independently verified.
B010,11,,references,Printed page not independently verified.
