paper_id,pdf_page,printed_page,section,notes
B022,1,,1. Introduction,Printed page not independently verified.
B022,2,,1. Introduction,Printed page not independently verified.
B022,3,,1. Introduction,Printed page not independently verified.
B022,4,,1. Introduction,Printed page not independently verified.
B022,5,,1. Introduction,Printed page not independently verified.
B022,6,,1. Introduction,Printed page not independently verified.
B022,7,,Experimental,Printed page not independently verified.
B022,8,,4. Results,Printed page not independently verified.
B022,9,,4. Results,Printed page not independently verified.
B022,10,,4. Results,Printed page not independently verified.
B022,11,,4. Results,Printed page not independently verified.
B022,12,,4. Results,Printed page not independently verified.
B022,13,,4. Results,Printed page not independently verified.
B022,14,,4. Results,Printed page not independently verified.
B022,15,,4. Results,Printed page not independently verified.
B022,16,,4. Results,Printed page not independently verified.
B022,17,,4. Results,Printed page not independently verified.
B022,18,,4. Results,Printed page not independently verified.
B022,19,,4. Results,Printed page not independently verified.
B022,20,,4. Results,Printed page not independently verified.
B022,21,,4. Results,Printed page not independently verified.
B022,22,,4. Results,Printed page not independently verified.
B022,23,,4. Results,Printed page not independently verified.
B022,24,,4. Results,Printed page not independently verified.
B022,25,,4. Results,Printed page not independently verified.
B022,26,,4. Results,Printed page not independently verified.
B022,27,,5. Conclusions,Printed page not independently verified.
B022,28,,5. Conclusions,Printed page not independently verified.
B022,29,,REFERENCES,Printed page not independently verified.
B022,30,,REFERENCES,Printed page not independently verified.
