paper_id,pdf_page,printed_page,section,notes
A002,1,,ABSTRACT,Printed page not independently verified.
A002,2,,ABSTRACT,Printed page not independently verified.
A002,3,,ABSTRACT,Printed page not independently verified.
A002,4,,ABSTRACT,Printed page not independently verified.
A002,5,,Results,Printed page not independently verified.
A002,6,,Results,Printed page not independently verified.
A002,7,,Results,Printed page not independently verified.
A002,8,,Results,Printed page not independently verified.
A002,9,,Results,Printed page not independently verified.
A002,10,,Results,Printed page not independently verified.
A002,11,,Results,Printed page not independently verified.
A002,12,,Results,Printed page not independently verified.
A002,13,,Results,Printed page not independently verified.
A002,14,,REFERENCES,Printed page not independently verified.
A002,15,,REFERENCES,Printed page not independently verified.
A002,16,,APPENDIX,Printed page not independently verified.
