paper_id,pdf_page,printed_page,section,notes
B025,1,,1. Introduction,Printed page not independently verified.
B025,2,,1. Introduction,Printed page not independently verified.
B025,3,,1. Introduction,Printed page not independently verified.
B025,4,,1. Introduction,Printed page not independently verified.
B025,5,,1. Introduction,Printed page not independently verified.
B025,6,,1. Introduction,Printed page not independently verified.
B025,7,,1. Introduction,Printed page not independently verified.
B025,8,,1. Introduction,Printed page not independently verified.
B025,9,,1. Introduction,Printed page not independently verified.
B025,10,,1. Introduction,Printed page not independently verified.
B025,11,,6. Conclusions,Printed page not independently verified.
B025,12,,6. Conclusions,Printed page not independently verified.
B025,13,,References,Printed page not independently verified.
B025,14,,References,Printed page not independently verified.
B025,15,,References,Printed page not independently verified.
