paper_id,pdf_page,printed_page,section,notes
A017,1,,1. Introduction,Printed page not independently verified.
A017,2,,1. Introduction,Printed page not independently verified.
A017,3,,1. Introduction,Printed page not independently verified.
A017,4,,1. Introduction,Printed page not independently verified.
A017,5,,3. Results and discussion,Printed page not independently verified.
A017,6,,3. Results and discussion,Printed page not independently verified.
A017,7,,3. Results and discussion,Printed page not independently verified.
A017,8,,3. Results and discussion,Printed page not independently verified.
A017,9,,3. Results and discussion,Printed page not independently verified.
A017,10,,4.2. Outlook,Printed page not independently verified.
A017,11,,References,Printed page not independently verified.
A017,12,,References,Printed page not independently verified.
