paper_id,pdf_page,printed_page,section,notes
A019,1,,abstract,Printed page not independently verified.
A019,2,,"methods: port fuel injection (PFI) and direct injection (DI) [ 1,2]",Printed page not independently verified.
A019,3,,"methods: port fuel injection (PFI) and direct injection (DI) [ 1,2]",Printed page not independently verified.
A019,4,,"methods: port fuel injection (PFI) and direct injection (DI) [ 1,2]",Printed page not independently verified.
A019,5,,Results and discussion,Printed page not independently verified.
A019,6,,Results and discussion,Printed page not independently verified.
A019,7,,Results and discussion,Printed page not independently verified.
A019,8,,Results and discussion,Printed page not independently verified.
A019,9,,Results and discussion,Printed page not independently verified.
A019,10,,Results and discussion,Printed page not independently verified.
A019,11,,Results and discussion,Printed page not independently verified.
A019,12,,references,Printed page not independently verified.
A019,13,,references,Printed page not independently verified.
