paper_id,pdf_page,printed_page,section,notes
C018,1,,results. Results indicate a strong alignment between the negative peak pressure positions,Printed page not independently verified.
C018,2,,1. Introduction,Printed page not independently verified.
C018,3,,1. Introduction,Printed page not independently verified.
C018,4,,2. Numerical method,Printed page not independently verified.
C018,5,,2.2. Numerical method,Printed page not independently verified.
C018,6,,2.2. Numerical method,Printed page not independently verified.
C018,7,,2.2. Numerical method,Printed page not independently verified.
C018,8,,2.2. Numerical method,Printed page not independently verified.
C018,9,,2.2. Numerical method,Printed page not independently verified.
C018,10,,2.2. Numerical method,Printed page not independently verified.
C018,11,,2.2. Numerical method,Printed page not independently verified.
C018,12,,2.2. Numerical method,Printed page not independently verified.
C018,13,,2.2. Numerical method,Printed page not independently verified.
C018,14,,2.2. Numerical method,Printed page not independently verified.
C018,15,,2.2. Numerical method,Printed page not independently verified.
C018,16,,2.2. Numerical method,Printed page not independently verified.
C018,17,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,18,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,19,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,20,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,21,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,22,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,23,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,24,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,25,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,26,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,27,,"results. Here, βref,k represents the disturbance angle with k reﬂections of the ray. Previous",Printed page not independently verified.
C018,28,,6. Conclusion,Printed page not independently verified.
C018,29,,Appendix A,Printed page not independently verified.
C018,30,,Appendix B,Printed page not independently verified.
C018,31,,Appendix C,Printed page not independently verified.
C018,32,,Appendix C,Printed page not independently verified.
C018,33,,Appendix D,Printed page not independently verified.
C018,34,,Appendix E,Printed page not independently verified.
C018,35,,Appendix E,Printed page not independently verified.
C018,36,,REFERENCES,Printed page not independently verified.
C018,37,,REFERENCES,Printed page not independently verified.
C018,38,,REFERENCES,Printed page not independently verified.
