paper_id,pdf_page,printed_page,section,notes
B021,1,,Introduction,Printed page not independently verified.
B021,2,,Introduction,Printed page not independently verified.
B021,3,,Introduction,Printed page not independently verified.
B021,4,,Numerical methods,Printed page not independently verified.
B021,5,,Numerical methods,Printed page not independently verified.
B021,6,,Numerical methods,Printed page not independently verified.
B021,7,,Numerical methods,Printed page not independently verified.
B021,8,,Numerical methods,Printed page not independently verified.
B021,9,,Numerical methods,Printed page not independently verified.
B021,10,,Results,Printed page not independently verified.
B021,11,,Results,Printed page not independently verified.
B021,12,,Results,Printed page not independently verified.
B021,13,,Results,Printed page not independently verified.
B021,14,,Conclusions,Printed page not independently verified.
B021,15,,References,Printed page not independently verified.
B021,16,,References,Printed page not independently verified.
B021,17,,Appendix A,Printed page not independently verified.
