paper_id,pdf_page,printed_page,section,notes
C019,1,,Introduction,Printed page not independently verified.
C019,2,,Introduction,Printed page not independently verified.
C019,3,,Introduction,Printed page not independently verified.
C019,4,,Introduction,Printed page not independently verified.
C019,5,,Introduction,Printed page not independently verified.
C019,6,,Introduction,Printed page not independently verified.
C019,7,,Introduction,Printed page not independently verified.
C019,8,,Introduction,Printed page not independently verified.
C019,9,,Introduction,Printed page not independently verified.
C019,10,,Introduction,Printed page not independently verified.
C019,11,,Introduction,Printed page not independently verified.
C019,12,,Introduction,Printed page not independently verified.
C019,13,,Introduction,Printed page not independently verified.
C019,14,,Introduction,Printed page not independently verified.
C019,15,,Introduction,Printed page not independently verified.
C019,16,,Introduction,Printed page not independently verified.
C019,17,,"discussion. Noting that θcr < θf, t1 < θIS, t1 and the limit relation θIS, t1 → θcr",Printed page not independently verified.
C019,18,,"discussion. Noting that θcr < θf, t1 < θIS, t1 and the limit relation θIS, t1 → θcr",Printed page not independently verified.
C019,19,,"discussion. Noting that θcr < θf, t1 < θIS, t1 and the limit relation θIS, t1 → θcr",Printed page not independently verified.
C019,20,,"discussion. Noting that θcr < θf, t1 < θIS, t1 and the limit relation θIS, t1 → θcr",Printed page not independently verified.
C019,21,,"discussion. Noting that θcr < θf, t1 < θIS, t1 and the limit relation θIS, t1 → θcr",Printed page not independently verified.
C019,22,,Conclusion,Printed page not independently verified.
C019,23,,Appendix A. The generation of a divergent shock wave,Printed page not independently verified.
C019,24,,Appendix A. The generation of a divergent shock wave,Printed page not independently verified.
C019,25,,Appendix A. The generation of a divergent shock wave,Printed page not independently verified.
C019,26,,References,Printed page not independently verified.
C019,27,,References,Printed page not independently verified.
C019,28,,References,Printed page not independently verified.
C019,29,,References,Printed page not independently verified.
